X,Y,ID,TIPO,AMBITO,CARTELLINO,SPECIE_COM,ALTEZZA_M,D_CHIOMA,D_FUSTO,RIF_CARTOG,CLASSE_CED,RISCHIO,icon_url
9.23372525999743,45.9901320358532,"6173",Alberi,2 - Villa Carlotta - area vivaio serre,"1801",Picea abies,20.0000000000,6.0000000000,55.0000000000,"301",B,0.00,./0.png
9.23354747530921,45.9901298161917,"21565",Alberi,2 - Villa Carlotta - area vivaio serre,"1802",Picea abies,20.0000000000,6.0000000000,73.0000000000,"306",B,0.00,./0.png
9.23349819490182,45.9901956105321,"6175",Alberi,2 - Villa Carlotta - area vivaio serre,"1803",Picea abies,20.0000000000,5.0000000000,52.0000000000,"307",B,0.00,./0.png
9.23347819495708,45.9901436652901,"21569",Alberi,2 - Villa Carlotta - area vivaio serre,"1804",Picea abies,20.0000000000,5.0000000000,67.0000000000,"310",B,0.00,./0.png
9.2335423483145,45.9901725963915,"6177",Alberi,2 - Villa Carlotta - area vivaio serre,"1805",Picea abies,20.0000000000,6.0000000000,50.0000000000,"311",B,0.00,./0.png
9.23356783187056,45.9902098774167,"6182",Alberi,2 - Villa Carlotta - area vivaio serre,1805 bis,Liriodendron tulipifera L.,15.0000000000,6.0000000000,33.0000000000,,B,0.00,./0.png
9.23377602660841,45.9901416900284,"6178",Alberi,2 - Villa Carlotta - area vivaio serre,"1806",Picea abies,20.0000000000,5.0000000000,37.0000000000,"313",B,0.00,./0.png
9.23364790654425,45.990189106278,"21573",Alberi,2 - Villa Carlotta - area vivaio serre,"1807",Picea abies,20.0000000000,6.0000000000,63.0000000000,"314",Non attribuita,0.00,./0.png
9.23370337284449,45.9902023734355,"21603",Alberi,2 - Villa Carlotta - area vivaio serre,"1808",Picea abies,22.0000000000,6.0000000000,72.0000000000,"315",,0.00,./0.png
9.23377841639879,45.9902110223186,"6181",Alberi,2 - Villa Carlotta - area vivaio serre,"1809",Picea abies,20.0000000000,6.0000000000,61.0000000000,"316",B,0.00,./0.png
9.23356252100674,45.9890898384534,"21871",Alberi,2 - Villa Carlotta - area vivaio serre,"1810",Liriodendron tulipifera,12.1010808940,10.0000000000,146.0000000000,"773",C,4.19,./1.png
9.23319440240057,45.9888288865663,"6154",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1812",Cinnamomum camphora,13.0000000000,10.0000000000,55.0000000000,"817",B,0.00,./0.png
9.23310509574841,45.9882579595879,"21506",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1814",Pinus strobus,27.7078323360,9.0000000000,82.0000000000,"979",D,36.58,./2.png
9.23318908897337,45.9882584597356,"6157",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1815",Taxus baccata,14.0000000000,9.0000000000,77.0000000000,979a,B,0.00,./0.png
9.23302987446512,45.9882893802574,"6147",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1816",Pinus wallichiana,27.0000000000,10.0000000000,75.0000000000,"980",B,0.00,./0.png
9.23307984286666,45.9883477807372,"6148",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1817",Pinus wallichiana,26.0000000000,12.0000000000,81.0000000000,"981",B,0.00,./0.png
9.23326828542499,45.9884602878504,"6726",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1818",Pinus wallichiana,35.9865570070,9.0000000000,75.0000000000,"983",C,27.77,./3.png
9.23337807735502,45.9885131568591,"6150",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1819",Fagus sylvatica,18.0000000000,9.0000000000,53.0000000000,"984",B,0.00,./0.png
9.23323747220032,45.9885757714207,"21872",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1820",Metasequoia glyptostroboides,20.0000000000,8.0000000000,66.0000000000,"986",D,9.53,./1.png
9.23332007139005,45.98868997046,"6152",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1821",Liriodendron tulipifera,22.0000000000,10.0000000000,83.0000000000,"987",B,0.00,./0.png
9.23323369259654,45.9887088135282,"6153",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1822",Cladrastis lutea,12.0000000000,9.0000000000,51.0000000000,"990",B,0.00,./0.png
9.23300954312024,45.988721313233,"6155",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1823",Fraxinus excelsior,11.0000000000,8.0000000000,46.0000000000,"992",B,0.00,./0.png
9.23309695639288,45.9885182487538,"6156",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1824",Betula alba,16.0000000000,5.0000000000,48.0000000000,"1017",B,0.00,./0.png
9.2327937308322,45.9880669384436,"6159",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1825",Pinus strobus,26.0000000000,6.0000000000,73.0000000000,"1215",B,0.00,./0.png
9.23292582705482,45.9881652343096,"6158",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1826",Fagus sylvatica,20.0000000000,10.0000000000,50.0000000000,"1215",B,0.00,./0.png
9.232153699732,45.9883248067702,"21579",Alberi,43 - Villa Carlotta - Giardino dei bambÃ¹,"1828",Castanea sativa,15.0000000000,10.0000000000,77.0000000000,"1427",B,0.00,./0.png
9.23251412282877,45.9879031179615,"21510",Alberi,42 - Villa Carlotta - Piazza colloquio,"1829",Liquidambar styraciflua,24.0000000000,12.0000000000,108.0000000000,"1642",B,0.00,./0.png
9.23265468787899,45.9879420914963,"6210",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1830",Sequoia sempervirens,27.0000000000,7.0000000000,89.0000000000,"1644",B,0.00,./0.png
9.23266219515792,45.9879310957669,"6161",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1831",Sequoia sempervirens,25.0000000000,4.0000000000,55.0000000000,1644a,B,0.00,./0.png
9.23257617599313,45.9878783486969,"6209",Alberi,42 - Villa Carlotta - Piazza colloquio,"1832",Osmanthus x fortunei,6.0000000000,7.0000000000,62.0000000000,"1647",B,0.00,./0.png
9.23238222928307,45.9879338344574,"6440",Alberi,43 - Villa Carlotta - Giardino dei bambÃ¹,"1833",Sequoia sempervirens,14.0000000000,7.0000000000,102.0000000000,"1706",B,0.00,./0.png
9.23268296780369,45.9879613667019,"21543",Alberi,1 - Villa Carlotta - area pic nic nord - prato giochi,"1834",Fagus sylvatica,34.2754364010,10.0000000000,103.0000000000,"1711",C-D,67.17,./4.png
9.23217353464257,45.9879918429509,"6165",Alberi,8 - Villa Carlotta - valle felci,"1835",Platanus acerifolia,24.0000000000,12.0000000000,82.0000000000,"1816",B,0.00,./0.png
9.23213970472778,45.9880333291856,"6164",Alberi,8 - Villa Carlotta - valle felci,"1836",Castanea sativa,16.0000000000,5.0000000000,47.0000000000,1818a,B,0.00,./0.png
9.23199677067816,45.9880654018766,"6562",Alberi,8 - Villa Carlotta - valle felci,"1837",Castanea sativa,15.0000000000,3.0000000000,35.0000000000,"1819",B,0.00,./0.png
9.23215315232572,45.9879591320161,"21583",Alberi,8 - Villa Carlotta - valle felci,"1838",Castanea sativa,13.0000000000,10.0000000000,95.0000000000,"1824",C,4.23,./1.png
9.23215805158567,45.9878771107285,"21969",Alberi,8 - Villa Carlotta - valle felci,"1839",Robinia pseudoacacia,18.0000000000,5.0000000000,48.0000000000,"1829",D,15.44,./3.png
9.23190113029473,45.9881233873375,"6162",Alberi,8 - Villa Carlotta - valle felci,"1840",Platanus acerifolia,24.0000000000,12.0000000000,111.0000000000,"1923",B,0.00,./0.png
9.23172223682385,45.9880147917629,"21588",Alberi,8 - Villa Carlotta - valle felci,"1841",Castanea sativa,16.9041576390,8.0000000000,80.0000000000,"2132",C,10.72,./3.png
9.23171551766741,45.9880414284684,"6285",Alberi,8 - Villa Carlotta - valle felci,"1842",Platanus acerifolia,18.0000000000,7.0000000000,75.0000000000,"2135",B,0.00,./0.png
9.23170113041128,45.9879136884423,"6727",Alberi,8 - Villa Carlotta - valle felci,"1843",Castanea sativa,15.0244903560,7.0000000000,39.0000000000,"2175",C,9.68,./1.png
9.2318751366223,45.9878414316121,"6283",Alberi,8 - Villa Carlotta - valle felci,"1844",Platanus acerifolia,24.0000000000,12.0000000000,118.0000000000,"2180",B,0.00,./0.png
9.23219290479193,45.9878195275918,"6218",Alberi,8 - Villa Carlotta - valle felci,"1845",Taxus baccata,16.0000000000,8.0000000000,36.0000000000,"2272",B,0.00,./0.png
9.23206460545988,45.9879564317387,"6216",Alberi,8 - Villa Carlotta - valle felci,"1846",Taxus baccata,18.0000000000,8.0000000000,56.0000000000,"2273",B,0.00,./0.png
9.23194133518955,45.9879775448255,"22080",Alberi,8 - Villa Carlotta - valle felci,"1847",Platanus acerifolia,20.0000000000,10.0000000000,94.0000000000,"2274",Non attribuita,0.00,./0.png
9.23195921931453,45.9880304306806,"6214",Alberi,8 - Villa Carlotta - valle felci,"1848",Taxus baccata,10.0000000000,8.0000000000,45.0000000000,"2275",B,0.00,./0.png
9.23193631366562,45.9878819801294,"6439",Alberi,8 - Villa Carlotta - valle felci,"1849",Platanus acerifolia,25.0000000000,14.0000000000,139.0000000000,"2278",B,0.00,./0.png
9.23214786296453,45.9877470761404,"21826",Alberi,8 - Villa Carlotta - valle felci,"1850",Platanus acerifolia,24.2792034150,10.0000000000,89.0000000000,"2304",C,8.43,./1.png
9.23235048529134,45.9876235573687,"21824",Alberi,8 - Villa Carlotta - valle felci,"1851",Platanus acerifolia,24.0000000000,12.0000000000,148.0000000000,"2313",B,0.00,./0.png
9.23228892121586,45.9877312548941,"6219",Alberi,8 - Villa Carlotta - valle felci,"1852",Taxus baccata,11.0000000000,7.0000000000,33.0000000000,"2319",B,0.00,./0.png
9.23221232288823,45.9875722480737,"21820",Alberi,8 - Villa Carlotta - valle felci,"1853",Platanus acerifolia,28.4542770390,10.0000000000,128.0000000000,"2329",C,11.57,./3.png
9.23262202043267,45.9873778170139,"6225",Alberi,8 - Villa Carlotta - valle felci,"1854",Ulmus glabra,18.0000000000,10.0000000000,61.0000000000,"2441",B,0.00,./0.png
9.23242737284792,45.987320943702,"21947",Alberi,8 - Villa Carlotta - valle felci,"1855",Tilia cordata,27.6380043030,9.0000000000,95.0000000000,"2460",C,21.84,./3.png
9.23239887903824,45.9873954706829,"6227",Alberi,8 - Villa Carlotta - valle felci,"1856",Platanus acerifolia,22.0000000000,6.0000000000,44.0000000000,"2462",B,0.00,./0.png
9.2324052298203,45.9875431537874,"21604",Alberi,8 - Villa Carlotta - valle felci,"1857",Platanus acerifolia,34.4231376650,7.0000000000,59.0000000000,"2476",C,16.94,./3.png
9.23232427298145,45.9873021715571,"6275",Alberi,8 - Villa Carlotta - valle felci,"1858",Platanus acerifolia,20.0000000000,8.0000000000,50.0000000000,"2470",B,0.00,./0.png
9.23229170236088,45.9872756416777,"6276",Alberi,8 - Villa Carlotta - valle felci,"1859",Ilex aquifolium L.,9.0000000000,4.0000000000,39.0000000000,2470A,B,0.00,./0.png
9.23239346524485,45.9872433664886,"6274",Alberi,8 - Villa Carlotta - valle felci,"1860",Liriodendron tulipifera,22.0000000000,8.0000000000,62.0000000000,"2473",B,0.00,./0.png
9.23255838333666,45.9874712803284,"6224",Alberi,8 - Villa Carlotta - valle felci,"1861",Platanus acerifolia,24.0000000000,10.0000000000,105.0000000000,"2480",B,0.00,./0.png
9.23228666178826,45.9876818924691,"21594",Alberi,8 - Villa Carlotta - valle felci,"1862",Tilia cordata,22.5316696170,7.0000000000,74.0000000000,"2489",C,7.26,./1.png
9.23219709770982,45.9874697738239,"6280",Alberi,8 - Villa Carlotta - valle felci,"1863",Tilia cordata,20.0000000000,10.0000000000,62.0000000000,"2524",B,0.00,./0.png
9.23214313429206,45.9874869031421,"6416",Alberi,8 - Villa Carlotta - valle felci,"1864",Castanea sativa,20.0000000000,8.0000000000,67.0000000000,"2525",B,0.00,./0.png
9.23230918626161,45.9873778953032,"6277",Alberi,8 - Villa Carlotta - valle felci,"1865",Tilia cordata,20.0000000000,8.0000000000,48.0000000000,"2527",B,0.00,./0.png
9.23231938417594,45.9873434121686,"6470",Alberi,8 - Villa Carlotta - valle felci,"1866",Tilia cordata,20.0000000000,8.0000000000,43.0000000000,"2528",B,0.00,./0.png
9.23273548375159,45.987531006265,"6296",Alberi,9 - Villa Carlotta - Cedro libano,"1867",Taxus baccata,14.0000000000,7.0000000000,51.0000000000,"2618",B,0.00,./0.png
9.23270144386964,45.9875051905167,"6269",Alberi,9 - Villa Carlotta - Cedro libano,"1868",Taxus baccata,16.0000000000,7.0000000000,43.0000000000,"2620",B,0.00,./0.png
9.23270950640078,45.9874911425285,"6270",Alberi,9 - Villa Carlotta - Cedro libano,"1869",Taxus baccata,17.0000000000,7.0000000000,51.0000000000,"2621",B,0.00,./0.png
9.23267131698399,45.9874887991841,"6271",Alberi,9 - Villa Carlotta - Cedro libano,"1870",Taxus baccata,17.0000000000,5.0000000000,42.0000000000,"2622",B,0.00,./0.png
9.23263438974972,45.9874887843603,"6421",Alberi,9 - Villa Carlotta - Cedro libano,"1871",Sequoia sempervirens,22.0000000000,10.0000000000,115.0000000000,"2623",B,0.00,./0.png
9.23266381009464,45.9874721367871,"6273",Alberi,9 - Villa Carlotta - Cedro libano,"1872",Taxus baccata,11.0000000000,6.0000000000,42.0000000000,"2625",B,0.00,./0.png
9.23304931062722,45.9875919022533,"6262",Alberi,14 - Villa Carlotta - Bosco rododendri,"1874",Rhododendron arboreum,10.0000000000,6.0000000000,40.0000000000,"2732",B,0.00,./0.png
9.23300430052932,45.9875918590215,"6260",Alberi,14 - Villa Carlotta - Bosco rododendri,"1875",Rhododendron arboreum,9.0000000000,4.0000000000,40.0000000000,"2735",B,0.00,./0.png
9.23299931044563,45.9875811497583,"6261",Alberi,14 - Villa Carlotta - Bosco rododendri,"1876",Rhododendron arboreum,6.0000000000,4.0000000000,31.0000000000,"2736",B,0.00,./0.png
9.23290613819333,45.9875583517573,"6264",Alberi,9 - Villa Carlotta - Cedro libano,"1877",Rhododendron arboreum,8.0000000000,4.0000000000,25.0000000000,"2639",B,0.00,./0.png
9.23291636611577,45.9875780517029,"21607",Alberi,9 - Villa Carlotta - Cedro libano,"1878",Rhododendron arboreum,6.9432110786,5.0000000000,36.0000000000,"2740",D,1.72,./1.png
9.23305064220415,45.9876882238689,"6265",Alberi,9 - Villa Carlotta - Cedro libano,"1879",Rhododendron arboreum,10.0000000000,7.0000000000,47.0000000000,"2651",B,0.00,./0.png
9.23310556496396,45.9879821694232,"6427",Alberi,4 - Villa Carlotta - prato palma jubaea,"1881",Pinus montezumae,14.0000000000,7.0000000000,62.0000000000,"2863",B,0.00,./0.png
9.23286722082627,45.9877496088314,"6737",Alberi,9 - Villa Carlotta - Cedro libano,"1882",Cedrus libani libani,31.1846275330,16.0000000000,178.0000000000,"2902",C,27.80,./3.png
9.23268969520283,45.987687210858,"6295",Alberi,9 - Villa Carlotta - Cedro libano,"1883",Stewartia pseudocamellia,8.0000000000,8.0000000000,41.0000000000,"3114",B,0.00,./0.png
9.23300546154691,45.9881916860622,"6676",Alberi,7 - Villa Carlotta - viale canfora,"1884",Taxus baccata,10.0000000000,6.0000000000,54.0000000000,"3222",B,0.00,./0.png
9.23298241390117,45.9881300985444,"6203",Alberi,7 - Villa Carlotta - viale canfora,"1885",Taxus baccata,14.0000000000,6.0000000000,37.0000000000,"3225",B,0.00,./0.png
9.23291083356274,45.9881214330853,"6202",Alberi,7 - Villa Carlotta - viale canfora,"1886",Fagus sylvatica,16.0000000000,8.0000000000,40.0000000000,"3224",B,0.00,./0.png
9.23285524911936,45.9880797002904,"6204",Alberi,7 - Villa Carlotta - viale canfora,"1887",Sequoia sempervirens,23.0000000000,7.0000000000,78.0000000000,"3226",B,0.00,./0.png
9.23285930803929,45.9880568019977,"6205",Alberi,7 - Villa Carlotta - viale canfora,"1888",Sequoia sempervirens,24.0000000000,6.0000000000,103.0000000000,"3227",B,0.00,./0.png
9.23283380297832,45.9880470185,"6206",Alberi,7 - Villa Carlotta - viale canfora,"1889",Sequoia sempervirens,24.0000000000,5.0000000000,93.0000000000,"3228",B,0.00,./0.png
9.23282247251646,45.9880183789297,"6207",Alberi,7 - Villa Carlotta - viale canfora,"1890",Sequoia sempervirens,24.0000000000,6.0000000000,69.0000000000,"3229",B,0.00,./0.png
9.23288446439051,45.9880005489052,"6208",Alberi,7 - Villa Carlotta - viale canfora,"1891",Magnolia grandiflora,16.0000000000,8.0000000000,71.0000000000,"3232",B,0.00,./0.png
9.23346272758024,45.9884333577385,"6191",Alberi,7 - Villa Carlotta - viale canfora,"1892",Cinnamomum camphora,25.0000000000,10.0000000000,81.0000000000,"3316",B,0.00,./0.png
9.23330859366484,45.9883552073097,"21628",Alberi,7 - Villa Carlotta - viale canfora,"1893",Sequoia sempervirens,42.2635993960,7.0000000000,75.0000000000,"3318",C,76.59,./4.png
9.23355804418689,45.988531968998,"6187",Alberi,7 - Villa Carlotta - viale canfora,"1894",Calocedrus decurrens,27.0000000000,8.0000000000,95.0000000000,"3413",B,0.00,./0.png
9.23327318185544,45.9883441641434,"21635",Alberi,7 - Villa Carlotta - viale canfora,"1895",Sequoia sempervirens,40.7138557430,7.0000000000,102.0000000000,"3426",C,35.54,./2.png
9.23328206965202,45.9883544514204,"6196",Alberi,7 - Villa Carlotta - viale canfora,"1896",Sequoia sempervirens,17.0000000000,4.0000000000,63.0000000000,"3427",B,0.00,./0.png
9.2332870090639,45.9883622896567,"6197",Alberi,7 - Villa Carlotta - viale canfora,"1897",Sequoia sempervirens,25.0000000000,4.0000000000,59.0000000000,"3428",B,0.00,./0.png
9.2332998942729,45.9883713267222,"6200",Alberi,7 - Villa Carlotta - viale canfora,"1898",Sequoia sempervirens,20.0000000000,4.0000000000,56.0000000000,"3429",B,0.00,./0.png
9.23328949348109,45.9883881516354,"6199",Alberi,7 - Villa Carlotta - viale canfora,"1899",Pinus strobus,25.0000000000,4.0000000000,67.0000000000,"3430",B,0.00,./0.png
9.23328054297188,45.9883783055049,"6198",Alberi,7 - Villa Carlotta - viale canfora,"1900",Sequoia sempervirens,25.0000000000,4.0000000000,67.0000000000,"3431",B,0.00,./0.png
9.23325895710319,45.9883574237139,"6195",Alberi,7 - Villa Carlotta - viale canfora,"1901",Sequoia sempervirens,25.0000000000,5.0000000000,80.0000000000,"3433",B,0.00,./0.png
9.23344768164188,45.988509270552,"6190",Alberi,7 - Villa Carlotta - viale canfora,"1902",Taxus baccata,10.0000000000,8.0000000000,31.0000000000,"3437",B,0.00,./0.png
9.23345860057358,45.9885204897041,"6189",Alberi,7 - Villa Carlotta - viale canfora,"1903",Calocedrus decurrens,26.0000000000,6.0000000000,85.0000000000,"3438",B,0.00,./0.png
9.2334995157161,45.988538325845,"6188",Alberi,7 - Villa Carlotta - viale canfora,"1904",Taxus baccata,14.0000000000,8.0000000000,35.0000000000,"3439",B,0.00,./0.png
9.23341906926649,45.9886414183506,"6168",Alberi,12 - Villa Carlotta - Prato paulownia,"1905",Cupressus lusitanica,22.0000000000,7.0000000000,78.0000000000,"3525",B,0.00,./0.png
9.2334127616276,45.988621405421,"6169",Alberi,12 - Villa Carlotta - Prato paulownia,"1906",Cupressus lusitanica,22.0000000000,9.0000000000,82.0000000000,"3526",B,0.00,./0.png
9.23349615182323,45.98861654589,"21957",Alberi,12 - Villa Carlotta - Prato paulownia,"1907",Calocedrus decurrens,35.4438285830,7.0000000000,119.0000000000,"3528",C,53.87,./2.png
9.23358238187732,45.9884457497625,"21994",Alberi,7 - Villa Carlotta - viale canfora,"1908",Cedrus deodara,41.8221092220,10.0000000000,123.0000000000,"3534",C-D,100.00,./4.png
9.23356934520407,45.9887721656427,"6185",Alberi,13 - Villa Carlotta - Zona Cedro deodara- sequoia,"1909",Cupressus lusitanica,25.0000000000,9.0000000000,64.0000000000,"3547",B,0.00,./0.png
9.23356258594415,45.9887338199017,"6677",Alberi,13 - Villa Carlotta - Zona Cedro deodara- sequoia,"1910",Chamaecyparis obtusa,24.0000000000,4.0000000000,59.0000000000,"3548",B,0.00,./0.png
9.23362952611538,45.9886582690231,"6678",Alberi,13 - Villa Carlotta - Zona Cedro deodara- sequoia,"1911",Picea abies,14.0000000000,4.0000000000,42.0000000000,"3551",B,0.00,./0.png
9.23355727287829,45.9882257781446,"6297",Alberi,14 - Villa Carlotta - Bosco rododendri,"1912",Sequoia sempervirens,17.0000000000,7.0000000000,82.0000000000,"3728",B,0.00,./0.png
9.23338270799007,45.9880726965169,"6291",Alberi,4 - Villa Carlotta - prato palma jubaea,"1913",Jubaea chilensis,12.0000000000,4.0000000000,105.0000000000,"3812",B,0.00,./0.png
9.23374232332811,45.9880948236534,"21815",Alberi,14 - Villa Carlotta - Bosco rododendri,"1914",Castanea sativa,15.0000000000,12.0000000000,143.0000000000,"3928",,0.00,./0.png
9.23356525907491,45.9878958264119,"6299",Alberi,14 - Villa Carlotta - Bosco rododendri,"1916",Rhododendron arboreum,10.0000000000,5.0000000000,31.0000000000,"4046",B,0.00,./0.png
9.23348404978339,45.9878295156433,"21600",Alberi,14 - Villa Carlotta - Bosco rododendri,"1917",Rhododendron arboreum,3.0000000000,4.0000000000,12.0000000000,"4050",B,0.00,./0.png
9.2335390907805,45.9878475839233,"6301",Alberi,14 - Villa Carlotta - Bosco rododendri,"1918",Rhododendron arboreum,10.0000000000,4.0000000000,48.0000000000,"4051",B,0.00,./0.png
9.23379783208887,45.9878761620848,"21639",Alberi,14 - Villa Carlotta - Bosco rododendri,"1919",Cinnamomum glanduliferum,20.0000000000,8.0000000000,132.0000000000,"4127",B,0.00,./0.png
9.23370236039874,45.9877926899549,"21615",Alberi,14 - Villa Carlotta - Bosco rododendri,"1920",Pinus sylvestris,12.0000000000,9.0000000000,73.0000000000,"4130",C,1.54,./1.png
